transaction_id,transaction_date,observed_through_date,transaction_amt,product_cd,card_type,card_category,days_to_report_or_censoring,reported_fraud,_true_is_fraud
3017081,2017-12-09,2018-04-17,31.191,C,mastercard,debit,129.0,0,0
3283047,2018-02-23,2018-04-17,11.0,W,visa,debit,53.0,0,0
3270695,2018-02-19,2018-04-17,25.95,W,visa,credit,57.0,0,0
3189075,2018-01-23,2018-04-17,88.95,W,mastercard,debit,84.0,0,0
3346308,2018-03-13,2018-04-17,1267.95,W,visa,credit,35.0,0,0
3443345,2018-04-14,2018-04-17,171.0,W,visa,credit,3.0,0,0
3263953,2018-02-16,2018-04-17,29.0,W,visa,debit,60.0,0,0
3189909,2018-01-23,2018-04-17,30.0,W,mastercard,credit,84.0,0,0
3164582,2018-01-14,2018-04-17,117.0,W,visa,debit,93.0,0,0
3179703,2018-01-20,2018-04-17,108.5,W,visa,debit,87.0,0,0
3401286,2018-03-31,2018-04-17,30.95,W,mastercard,debit,17.0,0,0
3140883,2018-01-06,2018-04-17,704.0,W,visa,debit,101.0,0,0
3083616,2017-12-23,2018-04-17,117.0,W,visa,debit,115.0,0,0
3429709,2018-04-10,2018-04-17,26.95,W,mastercard,debit,7.0,0,0
3385253,2018-03-27,2018-04-17,54.5,W,visa,debit,21.0,0,0
3386936,2018-03-27,2018-04-17,1514.31,W,discover,credit,21.0,0,0
3052256,2017-12-17,2018-04-17,100.0,R,mastercard,credit,121.0,0,0
3186338,2018-01-22,2018-04-17,39.936,C,mastercard,credit,85.0,0,0
3291039,2018-02-26,2018-04-17,24.0,W,visa,credit,50.0,0,0
3096954,2017-12-25,2018-04-17,25.0,H,visa,debit,113.0,0,0
3345382,2018-03-13,2018-04-17,57.95,W,mastercard,debit,35.0,0,0
3279971,2018-02-22,2018-04-17,55.0,W,visa,debit,54.0,0,0
3112055,2017-12-29,2018-04-17,29.0,W,visa,debit,109.0,0,0
3270328,2018-02-19,2018-04-17,31.0,W,mastercard,debit,57.0,0,0
3224242,2018-02-03,2018-04-17,75.0,R,american express,credit,73.0,0,0
3159964,2018-01-13,2018-04-17,47.95,W,visa,debit,94.0,0,0
3066270,2017-12-20,2018-04-17,59.0,W,visa,debit,118.0,0,0
2987085,2017-12-02,2018-04-17,42.596,C,visa,debit,136.0,0,0
3025198,2017-12-11,2018-04-17,77.0,W,mastercard,debit,127.0,0,0
3201229,2018-01-27,2018-04-17,125.0,R,visa,debit,80.0,0,0
2991520,2017-12-02,2018-04-17,25.0,H,visa,debit,136.0,0,0
3425200,2018-04-08,2018-04-17,32.953,C,visa,debit,9.0,0,0
3324968,2018-03-07,2018-04-17,47.95,W,visa,debit,41.0,0,0
3024957,2017-12-11,2018-04-17,49.0,W,visa,debit,127.0,0,0
3279732,2018-02-22,2018-04-17,24.0,W,visa,debit,54.0,0,0
3103098,2017-12-26,2018-04-17,24.836,C,visa,debit,112.0,0,0
3256681,2018-02-14,2018-04-17,171.0,W,visa,debit,62.0,0,0
3214241,2018-02-01,2018-04-17,511.95,W,mastercard,debit,75.0,0,0
3365084,2018-03-20,2018-04-17,29.0,W,visa,debit,28.0,0,0
3221016,2018-02-03,2018-04-17,107.95,W,visa,debit,73.0,0,0
3406918,2018-04-02,2018-04-17,57.95,W,mastercard,credit,15.0,0,0
3266926,2018-02-17,2018-04-17,150.0,W,mastercard,debit,59.0,0,0
3370209,2018-03-22,2018-04-17,7.613,C,mastercard,debit,26.0,0,0
3233383,2018-02-06,2018-04-17,30.95,W,visa,debit,70.0,0,0
3149719,2018-01-09,2018-04-17,57.95,W,visa,credit,98.0,0,0
3130991,2018-01-04,2018-04-17,67.95,W,visa,debit,103.0,0,0
3150005,2018-01-09,2018-04-17,97.95,W,visa,debit,98.0,0,0
3416930,2018-04-05,2018-04-17,34.5,W,visa,debit,12.0,0,0
3234861,2018-02-07,2018-04-17,107.95,W,visa,debit,69.0,0,0
3153227,2018-01-10,2018-04-17,34.0,W,visa,debit,97.0,0,0
3075118,2017-12-22,2018-04-17,30.0,H,visa,credit,116.0,0,0
3116638,2017-12-30,2018-04-17,39.0,W,mastercard,debit,108.0,0,0
3023747,2017-12-11,2018-04-17,100.0,R,visa,debit,127.0,0,0
3313868,2018-03-04,2018-04-17,108.5,W,visa,debit,44.0,0,0
3145770,2018-01-08,2018-04-17,18.0,W,mastercard,debit,99.0,0,0
3340134,2018-03-11,2018-04-17,8.5,W,visa,debit,37.0,0,0
3207630,2018-01-29,2018-04-17,87.0,W,visa,debit,78.0,0,1
3226642,2018-02-04,2018-04-17,57.95,W,visa,debit,72.0,0,0
3064634,2017-12-20,2018-04-17,200.0,R,visa,credit,118.0,0,0
3357220,2018-03-17,2018-04-17,117.0,W,visa,debit,31.0,0,0
3008657,2017-12-07,2018-04-17,20.0,H,visa,credit,131.0,0,0
3310334,2018-03-03,2018-04-17,292.5,W,visa,debit,45.0,0,0
3277041,2018-02-21,2018-04-17,226.0,W,visa,debit,55.0,0,0
3383040,2018-03-26,2018-04-17,67.95,W,visa,debit,22.0,0,0
3009296,2017-12-07,2018-04-17,108.96,W,mastercard,debit,131.0,0,0
3409026,2018-04-03,2018-04-17,527.0,W,mastercard,debit,14.0,0,0
3161684,2018-01-13,2018-04-17,117.0,W,visa,debit,94.0,0,0
3008376,2017-12-07,2018-04-17,39.0,W,visa,debit,131.0,0,0
3392595,2018-03-29,2018-04-17,34.742,C,visa,credit,19.0,0,0
3409943,2018-04-03,2018-04-17,117.0,W,visa,debit,14.0,0,0
3282620,2018-02-23,2018-04-17,593.95,W,visa,credit,53.0,0,0
3319437,2018-03-05,2018-04-17,189.95,W,mastercard,debit,43.0,0,0
3424725,2018-04-08,2018-04-17,108.5,W,visa,credit,9.0,0,0
3185377,2018-01-21,2018-04-17,117.0,W,visa,debit,86.0,0,0
3170575,2018-01-16,2018-04-17,103.97,W,visa,debit,91.0,0,0
3084005,2017-12-23,2018-04-17,20.0,S,mastercard,credit,115.0,0,0
3113093,2017-12-29,2018-04-17,171.0,W,visa,credit,109.0,0,0
3185575,2018-01-21,2018-04-17,572.52,W,visa,credit,86.0,0,0
3224596,2018-02-03,2018-04-17,117.0,W,visa,debit,73.0,0,0
3395464,2018-03-30,2018-04-17,150.0,R,visa,debit,18.0,0,0
3116170,2017-12-30,2018-04-17,117.0,W,mastercard,debit,108.0,0,0
3112107,2017-12-29,2018-04-17,20.522,C,visa,credit,109.0,0,0
3413165,2018-04-04,2018-04-17,17.676,C,mastercard,debit,13.0,0,0
3312001,2018-03-03,2018-04-17,160.5,W,mastercard,debit,45.0,0,0
3223845,2018-02-03,2018-04-17,105.95,W,visa,debit,73.0,0,0
3034145,2017-12-13,2018-04-17,664.0,W,mastercard,credit,125.0,0,0
3302021,2018-03-01,2018-04-17,39.0,W,visa,debit,47.0,0,0
3208353,2018-01-30,2018-04-17,57.95,W,mastercard,credit,77.0,0,0
3333264,2018-03-09,2018-04-17,55.99,W,mastercard,debit,39.0,0,0
3310912,2018-03-03,2018-04-17,113.0,W,mastercard,debit,45.0,0,0
3310367,2018-03-03,2018-04-17,280.0,W,mastercard,debit,45.0,0,0
3135489,2018-01-05,2018-04-17,92.0,W,visa,debit,102.0,0,0
3315552,2018-03-04,2018-04-17,317.5,W,visa,debit,44.0,0,0
3026700,2017-12-12,2018-04-17,200.0,R,visa,credit,126.0,0,0
3394404,2018-03-30,2018-04-17,527.0,W,visa,debit,18.0,0,0
3013548,2017-12-08,2018-04-17,390.0,W,mastercard,debit,130.0,0,0
3067830,2017-12-21,2018-04-17,226.0,W,mastercard,debit,117.0,0,0
3198709,2018-01-26,2018-04-17,108.95,W,mastercard,credit,81.0,0,0
3376633,2018-03-24,2018-04-17,107.95,W,visa,debit,24.0,0,0
3172706,2018-01-17,2018-04-17,39.0,W,visa,debit,90.0,0,0
3333672,2018-03-09,2018-04-17,226.0,W,visa,debit,39.0,0,0
3158031,2018-01-12,2018-04-17,49.0,W,visa,credit,95.0,0,0
3344100,2018-03-13,2018-04-17,39.0,W,visa,debit,35.0,0,0
3019249,2017-12-10,2018-04-17,39.0,W,visa,debit,128.0,0,0
3110430,2017-12-29,2018-04-17,219.95,W,visa,credit,109.0,0,0
3208209,2018-01-30,2018-04-17,46.161,C,visa,debit,77.0,0,0
3004811,2017-12-06,2018-04-17,25.0,W,visa,debit,132.0,0,0
3321988,2018-03-06,2018-04-17,58.95,W,mastercard,debit,42.0,0,0
3422121,2018-04-07,2018-04-17,47.95,W,mastercard,debit,10.0,0,0
3407891,2018-04-03,2018-04-17,56.002,C,mastercard,credit,14.0,0,0
3066617,2017-12-20,2018-04-17,49.0,W,visa,debit,118.0,0,0
3198701,2018-01-26,2018-04-17,117.0,W,visa,debit,81.0,0,0
2987501,2017-12-02,2018-04-17,27.793,C,visa,credit,136.0,0,0
3226247,2018-02-04,2018-04-17,6.405,C,visa,credit,72.0,0,0
3446323,2018-04-16,2018-04-17,28.527,C,visa,debit,1.0,0,0
3159725,2018-01-13,2018-04-17,42.559,C,visa,credit,94.0,0,0
3019798,2017-12-10,2018-04-17,204.97,W,mastercard,credit,128.0,0,0
3035893,2017-12-14,2018-04-17,29.0,W,mastercard,debit,124.0,0,0
3403146,2018-04-01,2018-04-17,150.0,H,mastercard,credit,16.0,0,0
3277268,2018-02-21,2018-04-17,59.0,W,visa,credit,23.3,1,1
3375442,2018-03-23,2018-04-17,110.5,W,visa,debit,25.0,0,0
3144034,2018-01-07,2018-04-17,135.5,W,mastercard,debit,100.0,0,0
3330848,2018-03-09,2018-04-17,330.0,W,visa,debit,39.0,0,0
3257058,2018-02-14,2018-04-17,103.97,W,mastercard,debit,62.0,0,0
2996737,2017-12-04,2018-04-17,120.0,W,mastercard,debit,134.0,0,0
3283071,2018-02-23,2018-04-17,51.357,C,visa,credit,53.0,0,0
3278777,2018-02-22,2018-04-17,87.95,W,mastercard,debit,54.0,0,0
3250243,2018-02-12,2018-04-17,15.95,W,visa,debit,64.0,0,0
3041193,2017-12-15,2018-04-17,35.0,H,mastercard,credit,123.0,0,0
3077742,2017-12-22,2018-04-17,100.0,R,visa,debit,116.0,0,0
3252067,2018-02-13,2018-04-17,49.0,W,mastercard,debit,63.0,0,0
3292950,2018-02-26,2018-04-17,100.0,S,visa,credit,50.0,0,0
3230356,2018-02-05,2018-04-17,226.0,W,visa,debit,71.0,0,0
3383550,2018-03-26,2018-04-17,209.95,W,visa,debit,22.0,0,0
3313535,2018-03-04,2018-04-17,117.0,W,mastercard,debit,44.0,0,0
3136441,2018-01-05,2018-04-17,17.141,C,visa,debit,102.0,0,0
3065627,2017-12-20,2018-04-17,34.63,C,mastercard,debit,118.0,0,0
3114121,2017-12-30,2018-04-17,200.0,R,american express,credit,108.0,0,0
3239896,2018-02-08,2018-04-17,117.0,W,mastercard,credit,6.2,1,1
3409931,2018-04-03,2018-04-17,141.0,W,visa,debit,14.0,0,0
3435397,2018-04-12,2018-04-17,175.0,R,visa,debit,5.0,0,0
3207088,2018-01-29,2018-04-17,29.0,W,visa,debit,78.0,0,0
3013976,2017-12-08,2018-04-17,83.5,W,visa,debit,26.0,1,1
3140062,2018-01-06,2018-04-17,271.95,W,visa,debit,101.0,0,0
3347495,2018-03-14,2018-04-17,49.0,W,mastercard,debit,34.0,0,0
3165937,2018-01-15,2018-04-17,68.95,W,visa,debit,92.0,0,0
3428158,2018-04-09,2018-04-17,311.95,W,visa,credit,8.0,0,0
3098104,2017-12-26,2018-04-17,108.5,W,mastercard,debit,112.0,0,0
3159151,2018-01-13,2018-04-17,100.0,R,american express,credit,94.0,0,0
3166954,2018-01-15,2018-04-17,26.5,W,visa,debit,92.0,0,0
3198515,2018-01-26,2018-04-17,80.891,C,visa,debit,81.0,0,0
3068068,2017-12-21,2018-04-17,30.95,W,visa,debit,117.0,0,0
3140173,2018-01-06,2018-04-17,280.0,W,visa,credit,101.0,0,0
3431517,2018-04-10,2018-04-17,57.95,W,mastercard,debit,7.0,0,0
3387125,2018-03-27,2018-04-17,50.0,W,visa,debit,21.0,0,0
3394879,2018-03-30,2018-04-17,117.0,W,mastercard,credit,18.0,0,0
3038080,2017-12-14,2018-04-17,25.0,H,visa,credit,124.0,0,0
3074538,2017-12-22,2018-04-17,100.0,H,visa,debit,116.0,0,0
3391571,2018-03-29,2018-04-17,20.845,C,mastercard,debit,19.0,0,0
3164194,2018-01-14,2018-04-17,171.0,W,mastercard,debit,93.0,0,0
3414164,2018-04-04,2018-04-17,108.5,W,mastercard,debit,13.0,0,0
3194213,2018-01-25,2018-04-17,35.95,W,visa,debit,82.0,0,0
3121307,2017-12-31,2018-04-17,59.0,W,mastercard,debit,107.0,0,0
3296340,2018-02-27,2018-04-17,49.0,W,visa,debit,49.0,0,0
3290972,2018-02-26,2018-04-17,35.346,C,visa,credit,50.0,0,0
3442680,2018-04-14,2018-04-17,451.19,W,mastercard,credit,3.0,0,0
3352159,2018-03-15,2018-04-17,62.95,W,mastercard,debit,33.0,0,0
3287123,2018-02-24,2018-04-17,59.0,W,visa,debit,52.0,0,0
3315887,2018-03-04,2018-04-17,15.95,W,mastercard,debit,44.0,0,0
3281669,2018-02-23,2018-04-17,206.0,W,visa,debit,53.0,0,0
3040036,2017-12-15,2018-04-17,589.0,W,visa,credit,17.4,1,1
3257451,2018-02-14,2018-04-17,34.5,W,visa,debit,62.0,0,0
3360028,2018-03-18,2018-04-17,31.0,W,visa,debit,30.0,0,0
3275739,2018-02-21,2018-04-17,30.95,W,visa,debit,55.0,0,0
3020010,2017-12-10,2018-04-17,554.0,W,mastercard,debit,128.0,0,0
3221092,2018-02-03,2018-04-17,59.0,W,mastercard,debit,73.0,0,0
3226025,2018-02-04,2018-04-17,59.0,W,visa,credit,72.0,0,0
3133926,2018-01-04,2018-04-17,39.0,W,mastercard,debit,103.0,0,0
3254850,2018-02-13,2018-04-17,25.95,W,visa,debit,62.0,0,0
3252827,2018-02-13,2018-04-17,45.95,W,visa,debit,63.0,0,0
3416562,2018-04-05,2018-04-17,352.54,W,visa,debit,12.0,0,0
3181871,2018-01-20,2018-04-17,77.0,W,visa,debit,87.0,0,0
3314956,2018-03-04,2018-04-17,88.95,W,visa,debit,44.0,0,0
3399688,2018-03-31,2018-04-17,36.95,W,mastercard,debit,17.0,0,0
3154579,2018-01-11,2018-04-17,75.0,R,american express,credit,96.0,0,0
3357588,2018-03-17,2018-04-17,25.95,W,visa,debit,31.0,0,0
3021621,2017-12-10,2018-04-17,30.0,S,mastercard,credit,128.0,0,0
3119178,2017-12-31,2018-04-17,57.95,W,visa,debit,107.0,0,0
3050740,2017-12-17,2018-04-17,724.0,W,visa,debit,121.0,0,0
3249461,2018-02-12,2018-04-17,226.0,W,visa,debit,19.1,1,1
3214372,2018-02-01,2018-04-17,57.95,W,mastercard,debit,75.0,0,0
3378974,2018-03-24,2018-04-17,524.95,W,visa,debit,24.0,0,0
3144937,2018-01-08,2018-04-17,32.881,C,visa,debit,99.0,0,0
3042677,2017-12-15,2018-04-17,58.95,W,mastercard,debit,123.0,0,0
3189729,2018-01-23,2018-04-17,644.97,W,visa,credit,84.0,0,0
3251941,2018-02-13,2018-04-17,34.0,W,mastercard,debit,63.0,0,0
3242000,2018-02-09,2018-04-17,63.5,W,visa,debit,67.0,0,0
3068817,2017-12-21,2018-04-17,51.421,C,visa,debit,117.0,0,0
3317231,2018-03-04,2018-04-17,103.97,W,visa,debit,44.0,0,0
3001148,2017-12-05,2018-04-17,57.95,W,visa,debit,133.0,0,0
3443842,2018-04-15,2018-04-17,280.0,W,visa,debit,2.0,0,0
3081973,2017-12-23,2018-04-17,150.0,R,visa,credit,115.0,0,0
3162611,2018-01-13,2018-04-17,108.95,W,visa,debit,94.0,0,0
3145575,2018-01-08,2018-04-17,34.0,W,visa,debit,99.0,0,0
3142019,2018-01-07,2018-04-17,117.0,W,visa,credit,100.0,0,0
3038169,2017-12-14,2018-04-17,31.5,W,visa,debit,124.0,0,0
3261620,2018-02-16,2018-04-17,119.95,W,mastercard,debit,60.0,0,0
3032338,2017-12-13,2018-04-17,117.0,W,visa,debit,125.0,0,0
3441394,2018-04-14,2018-04-17,29.0,W,mastercard,debit,3.0,0,0
3414372,2018-04-04,2018-04-17,151.0,W,visa,debit,13.0,0,0
3000497,2017-12-05,2018-04-17,50.0,H,visa,credit,133.0,0,0
3110981,2017-12-29,2018-04-17,48.95,W,visa,debit,109.0,0,0
3038666,2017-12-15,2018-04-17,83.95,W,visa,debit,123.0,0,0
3362718,2018-03-19,2018-04-17,59.0,W,mastercard,credit,29.0,0,0
3011447,2017-12-08,2018-04-17,48.95,W,mastercard,credit,130.0,0,0
3429867,2018-04-10,2018-04-17,50.0,S,american express,credit,7.0,0,0
3270967,2018-02-19,2018-04-17,100.0,H,mastercard,credit,57.0,0,0
3042246,2017-12-15,2018-04-17,250.0,R,visa,debit,123.0,0,0
3352722,2018-03-16,2018-04-17,335.0,W,visa,credit,32.0,0,0
3324571,2018-03-07,2018-04-17,554.0,W,mastercard,credit,41.0,0,0
3064787,2017-12-20,2018-04-17,150.0,R,mastercard,debit,118.0,0,0
3375382,2018-03-23,2018-04-17,59.0,W,visa,debit,25.0,0,0
3425667,2018-04-08,2018-04-17,77.0,W,visa,debit,9.0,0,0
3121351,2018-01-01,2018-04-17,49.0,W,mastercard,debit,106.0,0,0
3333784,2018-03-09,2018-04-17,49.0,W,visa,debit,39.0,0,0
3090312,2017-12-24,2018-04-17,171.0,W,mastercard,credit,114.0,0,0
3211888,2018-01-31,2018-04-17,117.0,W,mastercard,credit,76.0,0,0
3166101,2018-01-15,2018-04-17,4.431,C,visa,debit,92.0,0,0
3172943,2018-01-17,2018-04-17,68.95,W,visa,debit,90.0,0,0
3132294,2018-01-04,2018-04-17,44.0,W,visa,debit,103.0,0,0
3384081,2018-03-26,2018-04-17,47.128,C,mastercard,debit,22.0,0,0
3286541,2018-02-24,2018-04-17,1907.95,W,mastercard,debit,52.0,0,0
3352289,2018-03-15,2018-04-17,37.702,C,visa,debit,33.0,0,0
3449966,2018-04-17,2018-04-17,97.0,W,visa,credit,0.0,0,0
3221014,2018-02-03,2018-04-17,68.95,W,visa,debit,73.0,0,0
3289309,2018-02-25,2018-04-17,50.0,S,mastercard,credit,51.0,0,0
3054940,2017-12-18,2018-04-17,150.0,H,mastercard,credit,120.0,0,0
3449297,2018-04-17,2018-04-17,200.0,R,visa,debit,0.0,0,0
3442698,2018-04-14,2018-04-17,92.0,W,visa,credit,3.0,0,0
3070103,2017-12-21,2018-04-17,15.0,S,visa,debit,117.0,0,0
3391435,2018-03-29,2018-04-17,411.95,W,visa,debit,19.0,0,0
3097105,2017-12-25,2018-04-17,226.0,W,mastercard,credit,113.0,0,0
3127574,2018-01-03,2018-04-17,15.0,S,visa,debit,104.0,0,0
3127503,2018-01-03,2018-04-17,48.95,W,mastercard,debit,104.0,0,0
3067078,2017-12-20,2018-04-17,317.5,W,mastercard,debit,118.0,0,0
3113747,2017-12-30,2018-04-17,77.95,W,visa,credit,108.0,0,0
3088129,2017-12-24,2018-04-17,300.0,R,visa,credit,114.0,0,0
3156718,2018-01-12,2018-04-17,154.97,W,visa,debit,95.0,0,0
3250106,2018-02-12,2018-04-17,18.066,C,mastercard,debit,64.0,0,0
3065804,2017-12-20,2018-04-17,34.0,W,visa,debit,118.0,0,0
3049806,2017-12-17,2018-04-17,75.0,H,mastercard,credit,121.0,0,0
3323577,2018-03-06,2018-04-17,59.0,W,mastercard,debit,42.0,0,0
3090869,2017-12-24,2018-04-17,312.95,W,visa,debit,114.0,0,0
3274144,2018-02-20,2018-04-17,107.95,W,visa,credit,56.0,0,0
3125381,2018-01-02,2018-04-17,117.0,W,mastercard,debit,105.0,0,0
3397511,2018-03-30,2018-04-17,39.0,W,mastercard,debit,18.0,0,0
3038082,2017-12-14,2018-04-17,30.0,W,visa,debit,124.0,0,0
3064546,2017-12-20,2018-04-17,150.0,R,mastercard,credit,118.0,0,0
3408162,2018-04-03,2018-04-17,107.95,W,visa,debit,14.0,0,0
3127373,2018-01-03,2018-04-17,209.95,W,mastercard,credit,104.0,0,0
3319470,2018-03-05,2018-04-17,311.95,W,mastercard,debit,43.0,0,0
3121692,2018-01-01,2018-04-17,13.992,C,visa,debit,106.0,0,0
3335151,2018-03-10,2018-04-17,47.95,W,visa,debit,38.0,0,0
3338804,2018-03-11,2018-04-17,107.95,W,mastercard,debit,37.0,0,0
3057513,2017-12-19,2018-04-17,78.95,W,mastercard,debit,119.0,0,0
3113673,2017-12-30,2018-04-17,117.0,W,visa,debit,108.0,0,0
3040299,2017-12-15,2018-04-17,29.0,W,visa,debit,123.0,0,0
3396825,2018-03-30,2018-04-17,57.95,W,visa,credit,18.0,0,0
3115135,2017-12-30,2018-04-17,117.0,W,visa,debit,108.0,0,0
3135737,2018-01-05,2018-04-17,49.0,W,mastercard,debit,102.0,0,0
3356937,2018-03-17,2018-04-17,171.0,W,visa,debit,31.0,0,0
3098213,2017-12-26,2018-04-17,150.0,H,mastercard,credit,112.0,0,0
3130687,2018-01-04,2018-04-17,107.95,W,visa,debit,25.9,1,1
3402463,2018-04-01,2018-04-17,100.0,R,mastercard,credit,16.0,0,0
3398697,2018-03-31,2018-04-17,335.0,W,mastercard,debit,17.0,0,0
3251569,2018-02-12,2018-04-17,117.0,W,visa,credit,64.0,0,0
3054224,2017-12-18,2018-04-17,50.0,H,visa,credit,120.0,0,0
3102522,2017-12-26,2018-04-17,100.0,H,visa,debit,112.0,0,0
3169937,2018-01-16,2018-04-17,59.0,W,mastercard,credit,91.0,0,0
3250281,2018-02-12,2018-04-17,52.95,W,visa,debit,64.0,0,0
3042515,2017-12-15,2018-04-17,107.95,W,mastercard,credit,123.0,0,0
3411242,2018-04-04,2018-04-17,27.95,W,mastercard,debit,13.0,0,0
3095905,2017-12-25,2018-04-17,270.0,W,visa,debit,113.0,0,0
3168217,2018-01-16,2018-04-17,107.95,W,visa,debit,91.0,0,0
3405505,2018-04-02,2018-04-17,39.0,W,mastercard,debit,15.0,0,0
3379369,2018-03-24,2018-04-17,26.0,W,mastercard,debit,24.0,0,0
3175871,2018-01-18,2018-04-17,117.0,W,mastercard,debit,89.0,0,0
3171333,2018-01-17,2018-04-17,29.0,W,visa,debit,90.0,0,0
3438030,2018-04-13,2018-04-17,107.95,W,visa,debit,4.0,0,0
3331075,2018-03-09,2018-04-17,67.95,W,mastercard,debit,39.0,0,0
3308050,2018-03-03,2018-04-17,311.95,W,mastercard,debit,45.0,0,0
3011040,2017-12-08,2018-04-17,125.0,H,mastercard,credit,130.0,0,0
3286807,2018-02-24,2018-04-17,30.95,W,visa,debit,52.0,0,0
3248916,2018-02-11,2018-04-17,57.95,W,visa,debit,65.0,0,0
3380253,2018-03-25,2018-04-17,77.0,W,visa,credit,23.0,0,0
3041689,2017-12-15,2018-04-17,160.5,W,visa,debit,123.0,0,0
3404138,2018-04-01,2018-04-17,25.95,W,visa,debit,16.0,0,0
3166907,2018-01-15,2018-04-17,117.0,W,visa,credit,92.0,0,0
3228494,2018-02-05,2018-04-17,97.0,W,mastercard,debit,71.0,0,0
3201921,2018-01-27,2018-04-17,117.0,W,visa,credit,80.0,0,0
3001262,2017-12-05,2018-04-17,108.5,W,visa,credit,133.0,0,0
3288231,2018-02-25,2018-04-17,78.97,W,visa,debit,51.0,0,0
3377060,2018-03-24,2018-04-17,25.95,W,visa,debit,24.0,0,0
3042966,2017-12-15,2018-04-17,226.0,W,visa,credit,123.0,0,0
3247480,2018-02-11,2018-04-17,32.868,C,visa,debit,65.0,0,0
3201506,2018-01-27,2018-04-17,33.05,C,mastercard,credit,80.0,0,0
3044991,2017-12-16,2018-04-17,10.0,S,visa,credit,122.0,0,0
3400897,2018-03-31,2018-04-17,57.95,W,visa,debit,17.0,0,0
3174250,2018-01-18,2018-04-17,51.95,W,visa,debit,89.0,0,0
3270282,2018-02-19,2018-04-17,186.0,W,visa,credit,57.0,0,0
3398044,2018-03-31,2018-04-17,82.95,W,visa,debit,17.0,0,0
3018409,2017-12-09,2018-04-17,50.0,W,mastercard,debit,129.0,0,0
3365485,2018-03-20,2018-04-17,151.0,W,visa,debit,28.0,0,0
3265613,2018-02-17,2018-04-17,67.95,W,visa,debit,59.0,0,0
3294808,2018-02-27,2018-04-17,1044.95,W,visa,debit,49.0,0,0
3432751,2018-04-11,2018-04-17,25.084,C,mastercard,credit,6.0,0,0
3427220,2018-04-09,2018-04-17,78.95,W,mastercard,debit,8.0,0,0
3149259,2018-01-09,2018-04-17,28.858,C,visa,credit,16.9,1,1
3211017,2018-01-31,2018-04-17,124.465,C,visa,credit,76.0,0,0
3116412,2017-12-30,2018-04-17,393.67,W,mastercard,credit,108.0,0,0
3223855,2018-02-03,2018-04-17,66.95,W,visa,debit,73.0,0,0
3190490,2018-01-23,2018-04-17,29.5,W,mastercard,credit,84.0,0,0
3399458,2018-03-31,2018-04-17,59.0,W,visa,debit,15.8,1,1
3185828,2018-01-21,2018-04-17,43.667,C,visa,debit,86.0,0,0
3191277,2018-01-24,2018-04-17,1104.0,W,mastercard,debit,83.0,0,0
3141336,2018-01-06,2018-04-17,109.0,W,visa,debit,101.0,0,0
3354797,2018-03-16,2018-04-17,48.457,C,visa,debit,32.0,0,0
3191327,2018-01-24,2018-04-17,67.95,W,visa,debit,83.0,0,0
3108053,2017-12-28,2018-04-17,150.0,H,mastercard,credit,110.0,0,0
3204749,2018-01-28,2018-04-17,15.0,H,visa,debit,79.0,0,0
3072094,2017-12-21,2018-04-17,141.0,W,visa,credit,9.7,1,1
3438554,2018-04-13,2018-04-17,87.0,W,visa,debit,4.0,0,0
3412620,2018-04-04,2018-04-17,39.0,W,mastercard,debit,13.0,0,0
3120028,2017-12-31,2018-04-17,554.0,W,visa,credit,107.0,0,0
3161500,2018-01-13,2018-04-17,68.5,W,visa,debit,94.0,0,0
3161882,2018-01-13,2018-04-17,36.99,W,visa,debit,94.0,0,0
3363116,2018-03-19,2018-04-17,34.99,W,visa,credit,29.0,0,0
3122107,2018-01-01,2018-04-17,34.0,W,mastercard,debit,106.0,0,0
3124549,2018-01-02,2018-04-17,25.652,C,visa,credit,105.0,0,0
3185471,2018-01-21,2018-04-17,226.0,W,mastercard,debit,86.0,0,0
3172064,2018-01-17,2018-04-17,17.257,C,visa,credit,90.0,0,0
3266322,2018-02-17,2018-04-17,39.0,W,mastercard,debit,59.0,0,0
3333877,2018-03-09,2018-04-17,117.0,W,visa,debit,39.0,0,0
3068533,2017-12-21,2018-04-17,129.426,C,visa,credit,117.0,0,0
3210140,2018-01-30,2018-04-17,25.0,H,visa,debit,77.0,0,0
3192496,2018-01-24,2018-04-17,171.0,W,discover,credit,83.0,0,0
3348457,2018-03-14,2018-04-17,117.0,W,visa,debit,34.0,0,0
3362425,2018-03-19,2018-04-17,105.95,W,visa,debit,29.0,0,0
3258885,2018-02-15,2018-04-17,100.0,R,mastercard,credit,61.0,0,0
3084947,2017-12-23,2018-04-17,35.95,W,visa,debit,115.0,0,0
3189867,2018-01-23,2018-04-17,82.0,W,visa,debit,84.0,0,0
3442442,2018-04-14,2018-04-17,335.0,W,mastercard,debit,3.0,0,0
3437331,2018-04-12,2018-04-17,31.047,C,mastercard,debit,5.0,0,0
3000020,2017-12-05,2018-04-17,32.325,C,mastercard,credit,133.0,0,0
3388436,2018-03-28,2018-04-17,50.0,H,visa,credit,20.0,0,0
3202462,2018-01-27,2018-04-17,100.5,W,mastercard,debit,80.0,0,0
3190393,2018-01-23,2018-04-17,30.95,W,visa,debit,84.0,0,0
3175388,2018-01-18,2018-04-17,72.99,W,visa,credit,89.0,0,0
3128466,2018-01-03,2018-04-17,100.0,R,visa,debit,104.0,0,0
3393177,2018-03-29,2018-04-17,30.95,W,mastercard,debit,19.0,0,0
